,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
376,Gberia Fotombu,70,SL,1569648635,98,9.88,-11.17,69.5,2.57
377,La Romana,40,DO,1569648636,94,18.43,-68.97,77.0,2.75
378,Angermunde,23,DE,1569648637,85,53.02,14.0,57.0,8.19
379,Abu Samrah,0,SY,1569648639,46,35.3,37.18,73.95,2.95
380,Kenai,1,US,1569648640,75,60.55,-151.26,43.0,3.36
381,Beringovskiy,100,RU,1569648216,97,63.05,179.32,41.4,2.04
382,Burhaniye,0,TR,1569648643,56,39.51,26.98,68.0,10.29
383,Milas,0,TR,1569648645,93,37.31,27.78,66.0,4.7
384,Lockhart,0,AU,1569648646,22,-35.22,146.72,66.2,11.41
385,Creel,0,MX,1569648647,84,27.75,-107.63,51.94,2.59
386,Yerbogachen,100,RU,1569648648,78,61.28,108.01,37.1,5.77
387,Rodos,0,GR,1569648649,73,36.44,28.22,77.0,9.17
388,Xining,0,CN,1569648650,41,36.62,101.77,68.0,9.33
389,Shagonar,94,RU,1569648651,56,51.54,92.92,51.5,3.98
390,Mnogovershinnyy,48,RU,1569648653,69,53.94,139.92,60.02,10.76
391,Plyussa,0,RU,1569648654,79,58.42,29.37,44.63,4.76
392,Methoni,0,GR,1569648655,93,36.82,21.7,72.0,4.81
393,Pandaria,100,IN,1569648657,94,22.22,81.41,72.72,9.78
394,Requena,0,ES,1569648658,88,39.49,-1.1,66.99,3.36
395,Coihaique,0,CL,1569648033,66,-45.58,-72.07,48.2,2.24
396,Richards Bay,0,ZA,1569648661,71,-28.77,32.06,64.28,15.64
397,Noumea,0,NC,1569648662,51,-22.28,166.46,80.6,10.29
398,Rawson,94,AR,1569648663,55,-43.3,-65.11,57.51,3.58
399,Oranjemund,0,ZA,1569648665,56,-28.55,16.43,63.49,6.26
400,Clyde River,90,CA,1569648666,100,70.47,-68.59,35.6,3.36
401,Matucana,79,PE,1569648667,80,-11.84,-76.39,52.35,0.67
402,Bubaque,5,GW,1569648216,82,11.28,-15.83,80.46,9.48
403,Springfield,1,US,1569648669,73,37.22,-93.29,73.4,9.17
404,Aquiraz,75,BR,1569648670,78,-3.9,-38.39,78.8,10.29
405,San Patricio,0,PY,1569648434,75,-26.98,-56.83,60.63,6.76
406,Hearst,16,CA,1569648673,96,49.69,-83.67,36.65,4.12
407,Cacu,33,BR,1569648674,65,-18.56,-51.13,68.85,2.68
408,Garoua,12,CM,1569648675,85,9.31,13.39,76.2,6.29
409,Huarmey,24,PE,1569648677,92,-10.07,-78.15,60.41,12.84
410,Fairbanks,75,US,1569648088,70,64.84,-147.72,42.8,2.1
411,Birao,67,CF,1569648419,88,10.3,22.78,75.01,3.65
412,Labuhan,88,ID,1569648680,41,-2.54,115.51,94.5,0.43
413,Grand Gaube,40,MU,1569648681,65,-20.01,57.66,77.0,14.99
414,Flin Flon,62,CA,1569648682,77,54.77,-101.88,29.52,6.22
415,Diego de Almagro,0,CL,1569648683,91,-26.39,-70.05,44.01,1.3
416,Fremont,90,US,1569648453,82,37.55,-121.99,60.01,8.05
417,Ashland,1,US,1569648392,100,38.48,-82.64,75.99,4.7
418,Rorvik,92,NO,1569648688,71,64.86,11.24,52.0,1.01
419,Linqing,0,CN,1569648689,24,36.85,115.71,90.47,10.76
420,Saldanha,17,PT,1569648690,77,41.42,-6.55,53.56,2.33
421,Yining,0,CN,1569648691,28,29.04,114.56,87.12,3.69
422,Sao Filipe,44,CV,1569648281,83,14.9,-24.5,77.48,10.2
423,Welkom,91,ZA,1569648693,39,-27.98,26.74,50.0,1.99
424,Puerto Quijarro,48,BO,1569648694,48,-19.0,-57.72,73.25,4.09
425,Mahanoro,64,MG,1569648695,72,-19.9,48.8,71.79,1.52
426,Tafo,100,GH,1569648696,98,6.73,-1.61,70.22,2.17
427,Ihosy,67,MG,1569648698,70,-22.4,46.13,66.48,7.31
428,Alta Floresta,17,BR,1569648241,76,-9.87,-56.08,73.5,0.85
429,Wuwei,25,CN,1569648701,24,37.93,102.64,81.0,1.01
430,La Palma,97,CO,1569648702,96,5.36,-74.39,67.85,2.55
431,Vilhena,59,BR,1569648703,72,-12.74,-60.15,74.13,2.53
432,Lugovoy,100,RU,1569648704,96,59.72,65.88,34.65,2.95
433,Shitanjing,4,CN,1569648705,16,39.23,106.34,80.32,5.66
434,Ponta Delgada,40,PT,1569648706,88,37.73,-25.67,71.6,11.41
435,Ikom,99,NG,1569648707,97,5.96,8.72,73.5,1.28
436,Sola,99,TZ,1569648708,56,-3.17,33.8,74.83,4.94
437,Vanavara,75,RU,1569648709,57,60.35,102.28,39.46,5.06
438,Axim,100,GH,1569648214,91,4.87,-2.24,76.61,8.72
439,Havelock,90,US,1569648713,100,34.88,-76.9,77.0,1.43
440,Natal,20,BR,1569648714,88,-5.81,-35.21,75.2,4.7
441,Henties Bay,0,NA,1569648125,92,-22.12,14.28,61.0,1.01
442,Tefe,85,BR,1569648716,95,-3.35,-64.71,72.81,0.65
443,Port Hardy,20,CA,1569648717,62,50.7,-127.42,53.6,13.87
444,Chaoyang,0,CN,1569648718,18,41.58,120.44,84.96,12.64
445,Doha,0,QA,1569648623,56,25.29,51.53,95.0,2.24
446,Solnechnyy,5,RU,1569648720,62,50.72,136.64,72.06,5.73
447,Shenjiamen,40,CN,1569648721,73,29.96,122.3,73.61,11.36
448,Vysokogornyy,16,RU,1569648722,63,50.1,139.13,67.56,7.43
449,Novyy Buh,90,UA,1569648723,76,47.69,32.52,55.4,6.71
450,Prince Rupert,1,CA,1569648221,70,54.32,-130.32,48.2,4.7
451,Naryan-Mar,99,RU,1569648725,81,67.67,53.09,37.66,6.08
452,Piacabucu,27,BR,1569648726,82,-10.41,-36.43,75.5,11.18
453,Semnan,0,IR,1569648727,17,35.58,53.39,75.2,12.19
454,Medina,0,SA,1569648612,19,24.47,39.61,89.6,2.24
455,Bangaon,75,BD,1569648729,94,23.04,88.83,80.6,3.91
456,Naze,100,NG,1569648257,94,5.43,7.07,73.39,4.94
457,Olean,1,US,1569648720,72,42.08,-78.43,66.99,10.29
458,Nago,40,IT,1569648733,100,45.88,10.89,64.4,2.24
459,Dolakovo,90,RU,1569648734,100,43.24,44.59,55.4,11.18
460,Mae Sai,20,MM,1569648735,62,20.44,99.89,86.0,5.82
461,Ovsyanka,96,RU,1569648736,91,53.58,126.91,54.91,10.04
462,Harper,1,US,1569648737,69,30.3,-99.24,78.8,10.29
463,Hay River,75,CA,1569648188,56,60.82,-115.79,41.0,16.11
464,Hokitika,99,NZ,1569648270,87,-42.72,170.96,53.09,11.25
465,Madimba,100,CM,1569648740,95,4.42,9.93,72.94,0.98
466,Sosua,40,DO,1569648741,100,19.77,-70.52,82.0,2.86
467,Sabha,0,LY,1569648742,41,27.03,14.43,74.81,8.32
468,Namtsy,75,RU,1569648743,93,62.72,129.66,35.6,8.95
469,Meulaboh,100,ID,1569648744,73,4.14,96.13,82.0,5.99
470,Torata,67,EC,1569648745,93,-3.6,-79.89,65.16,1.01
471,Puerto Cabello,24,VE,1569648746,96,10.47,-68.01,74.04,2.04
472,Saint-Georges,100,CA,1569648747,87,46.12,-70.67,53.01,8.21
473,Luanda,75,AO,1569648108,94,-8.83,13.24,73.4,3.36
474,Tautira,75,PF,1569648749,74,-17.73,-149.15,82.0,4.7
475,Hambantota,90,LK,1569648254,100,6.12,81.12,77.0,2.24
476,Waipawa,0,NZ,1569648249,65,-39.94,176.59,53.01,17.0
477,Xai-Xai,2,MZ,1569648752,62,-25.04,33.64,68.64,6.64
478,Bulgan,77,MN,1569648753,58,48.81,103.53,49.65,8.59
479,Rundu,78,NA,1569648754,28,-17.91,19.77,55.4,2.24
480,Bilma,21,NE,1569648217,11,18.69,12.92,86.58,6.29
481,Ko Samui,20,TH,1569648527,70,9.54,99.94,87.8,8.05
482,Tsumeb,0,NA,1569648757,30,-19.25,17.72,44.6,12.86
483,Sumbe,100,AO,1569648758,93,-11.2,13.84,72.65,3.33
484,Turukhansk,100,RU,1569648759,96,65.8,87.96,34.78,8.23
485,Lukovetskiy,40,RU,1569648760,86,64.29,41.92,39.2,4.47
486,Lukulu,45,ZM,1569648761,25,-14.38,23.24,65.72,6.4
487,Talnakh,75,RU,1569648227,92,69.49,88.39,35.6,11.18
488,Luocheng,0,CN,1569648764,26,28.29,114.55,88.44,1.01
489,Imphal,75,IN,1569648765,65,24.8,93.94,82.4,3.36
490,Esperance,90,AU,1569648766,77,-33.86,121.89,64.4,13.87
491,Kasane,0,BW,1569648767,43,-17.8,25.16,50.0,4.7
492,Rocha,97,UY,1569648266,95,-34.48,-54.34,46.1,7.85
493,Amuntai,97,ID,1569648769,33,-2.42,115.25,98.97,4.07
494,Punta Alta,0,AR,1569648771,59,-27.46,-55.82,66.2,6.93
495,Halifax,5,CA,1569648058,93,44.65,-63.58,52.0,9.17
496,Anton Lizardo,98,MX,1569648775,82,19.05,-95.98,79.0,1.99
497,Khorixas,0,NA,1569648776,32,-20.37,14.96,70.26,6.04
498,Pedernales,29,EC,1569648777,84,0.07,-80.05,74.45,12.8
499,Caravelas,64,BR,1569648209,88,-17.73,-39.27,73.3,6.85
500,Saint-Augustin,90,CA,1569648243,77,45.63,-73.98,64.0,9.17
501,Bonavista,99,CA,1569648269,79,48.65,-53.11,54.0,11.01
502,Iberia,11,PE,1569648781,56,-11.41,-69.49,72.11,1.41
503,San Isidro,75,CR,1569648783,100,10.02,-84.06,69.01,0.11
504,Uhlove,3,UA,1569648784,76,44.82,33.6,59.68,5.68
505,Ornskoldsvik,90,SE,1569648629,93,63.29,18.72,46.4,3.36
506,Adra,20,ES,1569648786,88,36.75,-3.02,68.0,1.14
507,Itigi,57,TZ,1569648788,49,-5.7,34.5,73.21,10.07
508,Bolshaya Glushitsa,57,RU,1569648789,71,50.24,43.59,48.99,9.01
509,Casian,0,RO,1569648791,100,44.5,28.48,54.0,9.17
510,Tamandare,54,BR,1569648792,95,-8.28,-70.75,71.48,3.2
511,Sinnamary,54,GF,1569648276,79,5.38,-52.96,82.35,17.2
512,Araouane,0,ML,1569648796,12,18.9,-3.53,87.09,4.5
513,Merauke,100,ID,1569648797,84,-8.49,140.4,78.2,22.28
514,Bam,0,IR,1569648798,10,29.11,58.36,80.9,4.65
515,Svetlogorsk,75,RU,1569648799,80,53.14,59.15,41.0,13.42
516,Broome,0,GB,1569648264,93,52.47,1.45,54.0,13.87
517,Muros,10,ES,1569648802,100,42.77,-9.06,59.0,5.99
518,Qaqortoq,20,GL,1569648803,69,60.72,-46.03,37.4,5.82
519,Bassano,63,CA,1569648804,71,50.79,-112.47,32.0,5.99
520,Comodoro Rivadavia,0,AR,1569648743,29,-45.87,-67.48,60.8,18.34
521,Lerwick,66,GB,1569648806,100,60.15,-1.15,51.8,12.75
522,Kununurra,40,AU,1569648807,25,-15.77,128.74,98.6,13.87
523,Birin,75,NP,1569648808,88,26.89,88.07,77.0,3.36
524,Paciran,18,ID,1569648809,43,-6.9,112.33,93.37,12.84
525,Yamada,75,JP,1569648810,74,36.58,137.08,78.8,6.93
526,Puro,100,PH,1569648811,74,13.13,123.76,84.62,8.55
527,Kalmunai,100,LK,1569648812,51,7.42,81.82,88.8,6.24
528,Yenagoa,100,NG,1569648813,96,4.92,6.26,74.11,1.07
529,Kokoda,93,PG,1569648815,90,-8.88,147.74,67.76,0.96
530,Guilin,0,CN,1569648816,26,25.28,110.29,93.2,4.47
531,Mizdah,0,LY,1569648817,76,31.45,12.98,64.84,2.48
532,Gold Coast,40,AU,1569648818,73,-28.0,153.41,82.99,13.87
533,Nagato,40,JP,1569648819,69,34.35,131.14,84.2,12.75
534,Salym,93,RU,1569648820,72,60.06,71.48,38.85,3.89
535,Fort Nelson,75,CA,1569648248,85,58.81,-122.69,35.6,2.24
536,Pacific Grove,90,US,1569648822,72,36.62,-121.92,61.0,9.17
537,Thinadhoo,82,MV,1569648823,78,0.53,72.93,82.35,17.47
538,Erie,1,US,1569648824,43,42.13,-80.09,73.0,17.22
539,Tilichiki,100,RU,1569648825,78,60.47,166.1,39.26,8.01
540,Avera,1,US,1569648256,78,33.19,-82.53,78.8,4.7
541,La Fria,40,VE,1569648827,58,8.22,-72.25,84.2,11.41
542,Ugoofaaru,73,MV,1569648828,68,5.67,73.0,83.27,6.98
543,La Libertad,0,PE,1569648829,57,-16.38,-71.56,50.0,5.82
544,Hervey Bay,55,AU,1569648830,47,-25.3,152.85,80.6,17.22
545,Caloundra,17,AU,1569648831,78,-26.8,153.14,82.99,20.8
546,Athabasca,94,CA,1569648832,80,54.72,-113.29,29.96,5.12
